"","bmr_dem","bmr_demdur","gol_enep","gol_est","gpi_gpi","ht_region","nelda_mbbe","nelda_mtop","nelda_oa","nelda_rpae","top_top10_income_share","top_top1_income_share","vdem_corr","vdem_libdem","vdem_mecorrpt","wdi_acel","wdi_acelr","wdi_acelu","wdi_afp","wdi_agedr","wdi_araland","wdi_area","wdi_birth","wdi_bribfirm","wdi_broadb","wdi_busden","wdi_co2","wdi_death","wdi_debt","wdi_emp","wdi_empagr","wdi_empagrf","wdi_empagrm","wdi_empind","wdi_empindf","wdi_empindm","wdi_empser","wdi_empserf","wdi_empserm","wdi_expedu","wdi_expedut","wdi_expmil","wdi_fdiin","wdi_fdiout","wdi_fertility","wdi_firftopm","wdi_firgifttax","wdi_forest","wdi_gdpagr","wdi_gdpcapcon2015","wdi_gdpind","wdi_gini","wdi_homicides","wdi_infpay","wdi_internet","wdi_lfpf","wdi_lifexp","wdi_lifexpf","wdi_lifexpm","wdi_litrad","wdi_litradf","wdi_litradm","wdi_litry","wdi_migration","wdi_nerp","wdi_ners","wdi_pop","wdi_pop14","wdi_pop1564","wdi_pop65","wdi_popden","wdi_poprul","wdi_popurb","wdi_refasy","wdi_refori","wdi_semp","wdi_smokf","wdi_smokm","wdi_taxrev","wdi_tele","wdi_trade","wdi_unempfilo","wdi_unempilo","wdi_unempmilo","wdi_unempyfilo","wdi_unempyilo","wdi_unempymilo","wdi_wip","fhp_score5","fhp_status5","gd_ptsa","wdi_gdpcappppcon2017"
"48","Non-democracy",44,NA,NA,2.246,"Sub-Saharan Africa","Yes","Yes","Yes","No",0.4955,0.1586,0.685,0.122,2.105,65.4,36.6,73.5,5.5189043701232,54.4786004722847,0.129421915444349,23180,22.205,NA,1.39113,1.62786819114195,0.674411179161274,9.147,NA,2.76735513813686,1.20934689495134,0.905080794459808,1.31215149596083,5.95783737603473,0.751948437821407,7.71767504363541,92.8328157290139,98.3429707677188,90.9701734604038,3.75143003463745,NA,NA,4.92494796840667,NA,2.804,NA,NA,0.253377911993098,1.83932895116886,2901.13711251222,16.2871053583915,NA,NA,NA,64.0414,29.3909239476212,62.305,65.019,59.728,NA,NA,NA,NA,742,66.48037,NA,1105557,30.7706745239393,64.7338559957307,4.49546948033006,47.6944348576359,21.783,78.217,23232,2607,53.1916367456735,NA,NA,NA,2.44,264.020253506591,37.544,27.548,23.387,80.967,78.955,77.628,26.1538461538462,77,"Not Free",2.85699603174603,4768.11279296875
"49","Democracy",43,1.93723363037582,"Majoritarian",NA,"Caribbean (incl. Belize, Guyana, Suriname)","No","Yes","Yes","No",0.4852,0.2118,NA,NA,NA,100,100,100,NA,41.2035412035412,8,750,13.326,NA,20.9562,3.1980031980032,0.915594100425344,8.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46584510803223,NA,NA,5.1036226068351,0.41968988940916,1.595,NA,NA,63.8266666666667,16.9581515721509,6978.47049678221,12.1723296113979,NA,13.8097704125669,NA,82.3506,NA,72.814,76.301,69.725,NA,NA,NA,NA,57,NA,NA,72412,19.862592784395,70.8192646297255,9.31814258587951,96.5493333333333,28.605,71.395,NA,54,NA,NA,NA,NA,11.1,106.96050417924,NA,NA,NA,NA,NA,NA,34.375,25,"Free",1.83513888888889,12395.4208984375
"50","Democracy",55,3.65141703461996,"Proportional",2.064,"Latin America (incl. Cuba, Haiti, Dominican Rep.)","No","Unclear","Unclear","No",0.4866,0.1604,0.622,0.458,2.663,98.1,94.8,98.8,1.4775130832743,52.7364354194867,18.4511161136942,47531,18.432,NA,10.3195,1.4520802144821,2.08518302016942,6.678,NA,3.24144627193541,8.00881323897151,1.38157631881523,12.1174382549876,20.2514427696931,9.28786419188578,27.0484282634266,71.739722754615,89.330559489299,60.8340990789379,3.74731349945068,NA,0.65056272603802,3.55430627298153,0.162239433125019,2.273,NA,NA,45.2797121878353,5.66578214634109,8410.60584349772,32.6621209293127,38.5,10.5415842337116,NA,85.243,40.3788774220105,72.615,76.291,69.298,95.5,95.5999984741211,95.4000015258789,98.8399963378906,-14966,92.71356,70.60614,11117873,27.3596205245544,65.4722596007231,7.16811987472245,233.907828575035,16.787,83.213,162,635,43.8643066718994,6.5,14.6,14.3774132098545,10.4,52.7348670680051,12.527,7.702,4.434,25.59,16.915,11.595,27.8947368421053,42,"Partly Free",2,18171.060546875
"51","Democracy",18,4.44310894463144,"Proportional",2.082,"Latin America (incl. Cuba, Haiti, Dominican Rep.)",NA,NA,NA,NA,0.4751,0.1658,0.633,0.459,2.848,100,100,100,0.540591677591123,50.9199699376681,4.12304718956354,248360,16.817,NA,14.0284,NA,2.41447550326202,6.719,NA,2.41122220280751,32.1783074401245,30.2199994164788,33.5208519367069,16.8341639479009,9.03576687492818,22.1805211836083,50.9875407209412,60.7442039371012,44.2986064691265,3.64776992797852,NA,2.24439369241334,0.603682730215786,NA,2.026,NA,NA,50.0626509904977,7.99784979026547,5798.36443701443,27.4363822676538,45.8,14.0242548813931,NA,70.2073,41.2047421587287,73.67,77.462,70.26,94,94,95,96.3300018310547,35894,90.94167,84.67039,17797737,26.0976437622379,66.2602835405423,7.64207269721988,71.6610444516025,35.639,64.361,56603,1825,54.3726992206548,4.2,18.4,12.7055177467813,10.4,53.1511986943634,5.784,4.552,3.689,12.932,9.236,7.01,39.4160583941606,66,"Not Free",3,11390.216796875
"52","Non-democracy",99,NA,NA,2.43,"North Africa & Middle East (incl. Israel, Turkey, Cyprus)","Unclear","Unclear","Unclear","Yes",0.4925,0.1905,0.729,0.12,0.56,100,100,100,2.79850686938033,60.8376799931851,3.09106434275956,995450,22.558,4.9,9.76582,0.283896546190812,2.28480252333978,6.327,NA,3.75435514871733,19.2891709055222,18.9652662642471,19.3525062841934,28.3550911254737,8.04299281009548,32.3268560960783,52.3557379690041,72.9917409256574,48.3206376197283,NA,NA,1.12200927143154,1.20617861055665,0.0864196845312242,2.917,6.3,4.6,0.0451855944547692,11.4369326139485,3896.8428528144,31.1876357692741,31.9,NA,5,72.056,18.0082552415206,70.221,72.608,67.935,74.5,68.9499969482422,79.9899978637695,92.2399978637695,-32370,97.03257,82.77635,109262178,33.0509695360959,62.174485768417,4.77454469548715,109.761593249284,57.138,42.862,280686,27498,27.4193780009016,0.4,48.1,NA,9.94,29.8569734808122,15.94,7.441,5.574,42.944,18.308,13.137,27.7027027027027,77,"Not Free",5,11180.697265625
"53","Democracy",37,3.83359601772179,"Proportional",2.345,"Latin America (incl. Cuba, Haiti, Dominican Rep.)","No","Yes","Yes","No",0.4276,0.1263,0.717,0.163,2.542,97.9,94.1,99.2,1.5952058746115,51.3137153124759,34.7972972972973,20720,16.025,3.1,9.80538,0.427634509887629,1.19540709011973,8.661,65.9777145308668,3.71658579637295,14.8723074797535,3.32013126207915,22.8347405667747,23.8994555882795,18.3776162443762,27.7054623528654,61.2281991832692,78.3023450098113,49.4597970803599,3.57766008377075,9.17133,1.22343572258204,2.7560499827498,1.47047518732479,1.803,25.6,4.9,27.9623552123552,4.81225514872015,4208.2718463661,24.1049005031825,39,18.1654984604067,3.3,58.5986,40.9898673770132,70.748,75.149,66.078,90,89,92,98.0699996948242,-27343,80.99537,61.83092,6314167,25.7615354676606,66.0878571878241,8.15060734451533,304.73778957529,25.882,74.118,98,52041,36.8290640814345,1.7,14.1,19.6896754276569,13.7,81.8450759800765,4.764,4.327,4.023,14.081,9.822,7.687,27.3809523809524,41,"Partly Free",2,9021.42578125
"54","Non-democracy",53,NA,NA,1.941,"Sub-Saharan Africa",NA,NA,NA,NA,0.5288,0.1893,0.857,0.054,0.376,66.8,1.4,90.3,0.193596224099245,72.1597025458452,1.88948306595365,28050,30.498,NA,0.097681,NA,3.41548860606461,9.042,NA,8.69134442242705,55.9862194851218,59.5239733771149,53.443914502738,13.1118392382894,5.60230836536665,18.5090973326267,30.9019412765887,34.8737182575184,28.0473414591062,NA,NA,1.46249872263959,4.59725955429429,1.84336491733884,4.266,NA,NA,86.9896613190731,2.87661241294248,5905.34479962112,50.3915285611952,NA,NA,NA,60.5587,42.3499302782709,60.594,62.726,58.781,NA,NA,NA,NA,6486,NA,NA,1634466,38.7664040629796,58.0856249336557,3.14797100336471,58.2697326203209,26.439,73.561,NA,168,86.7993603078416,NA,NA,5.39509912593539,0.644,76.9666485998527,10.283,9.194,8.395,19.203,17.579,16.142,23,91,"Not Free",3,16240.3701171875
"55","Non-democracy",28,NA,NA,2.85,"Sub-Saharan Africa",NA,NA,NA,NA,0.4547,0.1382,0.713,0.011,0.206,52.5,35.7,75.7,12.3647604327666,77.9020473188492,5.70055580171216,121040.829,28.624,NA,0.149246,NA,0.21799226144045,6.729,NA,2.02164354520229,64.4483906431902,70.3503276588356,59.3284387565086,8.9697055149186,4.72586173658499,12.6512554708164,26.5819038418912,24.9238106045794,28.020305772675,NA,NA,NA,NA,NA,3.867,NA,NA,8.69210834634981,NA,NA,NA,NA,NA,NA,25.0991,46.891324923196,66.536,68.655,64.35,76.5705184936523,68.9461898803711,84.3732376098633,93.2723922729492,-14988,51.45515,41.57501,3620312,39.7818751533017,56.210707806399,4.00741704029929,29.9098414139249,58.015,41.985,121,511911,72.4974928723902,0.2,14.7,NA,1.97,NA,7.164,6.341,5.614,12.226,10.832,9.622,22,94,"Not Free",4,2874.86237318033
"56","Democracy",30,5.36023255261725,"Proportional",1.613,"Eastern Europe & post-Soviet (incl. Central Asia)","No","Yes","Yes","No",0.3828,0.1441,0.038,0.848,3.815,100,100,100,0.994347842762355,58.3298735318645,16.374269005848,42750,10,0,37.3572,29.4168380705847,8.74282082029736,14,23.8929966428787,4.0664544465977,2.68423962237788,1.4243921748112,3.90009221981144,29.0204363066418,16.9424120037357,40.6766964416284,68.2953240709803,81.6331958214531,55.4235097845518,5.2632098197937,NA,2.01304423406157,20.4542211360062,17.8369607174445,1.61,22.5,0,57.0385964912281,1.9699402283669,21524.6836266196,23.4017708511729,31.8,1.95679840686505,3.4,90.9797,48.7811955890888,76.9439024390244,81.4,72.7,99.870002746582,99.879997253418,99.870002746582,99.9899978637695,2995,NA,NA,1330932,16.4693561606411,63.1592435017359,20.371400337623,31.1329122807018,30.585,69.415,321,271,10.3501327387931,23,36.3,21.6363289048472,22.3,161.541265116077,5.544,6.178,6.782,14.941,16.629,18.211,25.7425742574257,16,"Free",1,36153.43359375
"57","Non-democracy",53,NA,NA,2.005,"Sub-Saharan Africa","No","No","No","Yes",0.5986,0.1932,0.578,0.094,1.228,82.9,79.1,94.6,NA,63.9951527889345,10.2906976744186,17200,24.134,NA,2.55281,4.13763613954775,0.996753254922748,11.356,35.4016656411589,2.2434120685226,13.6490853287543,11.7453243717125,15.2883671774741,24.0677519233109,22.7900350672122,25.1679625575602,62.2835007639161,65.4653711279953,59.5436702649657,5.28714895248413,NA,1.78385478033566,2.32671514927082,1.20688558117056,2.839,NA,NA,28.9982558139535,8.10036835142643,4025.4238297996,32.5496089047179,NA,12.6649058812971,NA,56.1988,47.3710312388159,57.066,61.248,53.366,89.2799987792969,89.4700012207031,89.0699996948242,95.8899993896484,-4897,NA,NA,1192271,35.0290747657202,60.9774120145504,3.99351321972941,69.3180813953488,75.631,24.369,895,165,35.9659144684361,1.8,16.5,24.127993711269,3.32,88.9520577439276,37.121,35.707,34.435,64.453,61.82,59.118,9.58904109589041,83,"Not Free",1,8501.2666015625
"58","Non-democracy",28,NA,NA,2.78,"Sub-Saharan Africa",NA,NA,NA,NA,0.4547,0.1382,0.58,0.136,2.025,54.2,42.8,94.3,0.247414482797594,75.7451418239888,14.4554451330993,1128571.265,32.383,NA,0.399382,0.287090906051828,0.170867833005797,6.776,31.4488486740364,0.143385460418118,63.4660085601171,55.381941225477,70.3761141082887,6.30729842726917,5.01056306043467,7.4157229222604,30.2267001931068,39.6074957140883,22.2081762876916,4.06524896621704,NA,0.49197376876991,3.82830640829097,NA,4.159,NA,NA,15.0593059801146,37.5791156879114,834.991291370409,21.8500273668148,NA,NA,NA,16.6981,46.6781281419239,64.975,68.285,61.91,NA,40.3826713562012,NA,NA,-1391,NA,NA,120283026,39.9610024776064,56.9005771437775,3.13842037861602,106.579911903038,77.826,22.174,821283,149130,85.4805970974474,1.3,8.8,5.32472623532696,0.725,24.3450393271265,5.156,3.935,2.867,8.108,6.14,4.384,42.5882352941177,86,"Not Free",4,2181.65893554688
"59","Democracy",7,5.3,"Majoritarian",NA,"Pacific (excl. Australia & New Zealand)","No","Yes","Yes","No",0.4859,0.1609,0.328,0.271,2.947,92.1,86.8,96,1.10483503431894,52.9780429412631,4.20361247947455,18270,19.345,NA,2.51573,1.86960111315719,1.79048463676577,8.859,NA,1.16729158909258,29.4028166249571,19.6131730266597,34.2532040075454,14.2245621934921,7.72521345182088,17.4447365353984,56.3726211815508,72.6616135215194,48.3020594570562,4.85268640518188,NA,1.5997674680295,9.52129029040505,0.748024489578903,2.475,NA,NA,62.7640941434045,15.2764810552797,4451.60259894592,16.6732887295944,30.7,2.17291633620231,NA,81.9,33.5851452063227,67.114,68.877,65.426,NA,92.4281463623047,NA,97.5800018310547,-6003,NA,NA,924610,28.912692331195,65.3688935707453,5.71841409805978,50.608100711549,42.26,57.74,18,414,31.969761259428,10.5,35.6,15.8742098117681,5.29,81.7252085972258,5.945,4.678,4.037,24.272,16.629,12.767,21.5686274509804,44,"Partly Free",2,13241.353515625
"60","Democracy",104,7.41342711022091,"Proportional",1.443,"Western Europe & North America (incl. Australia & New Zealand)","No","Yes","Yes","No",0.3195,0.1088,0.011,0.834,3.912,100,100,100,0.799688557656273,62.127500701497,7.37955904913905,303947.7,9,2.8,33.6397,6.76158260065056,7.04749687647592,10.4,66.2129384355153,3.8696314662494,4.10821147025798,2.13703946141795,5.92322116445844,21.4136967983229,9.20629206663347,32.6544536198784,74.4780917314191,88.6565877588972,61.422250893905,6.53825998306274,NA,1.26152989821883,7.98565320892034,6.51375470493464,1.46,12.9,1.1,73.7264996576714,2.43672805029841,46165.6865537387,23.9906807519229,27.7,1.64572794344772,2.3,92.8081,47.6527925156231,81.8853658536585,84.6,79.3,NA,NA,NA,NA,14928,NA,NA,5541017,15.4286440442833,61.6798488870649,22.8915070686518,18.2301659134121,14.404,85.596,24078,5,14.5724558108509,16.3,26.9,20.6718954456962,3.74,78.9215842721731,7.049,7.606,8.113,16.398,17.052,17.666,46,12,"Free",2,48583.43359375
"61","Democracy",75,3.93846541633518,"Majoritarian",1.988,"Western Europe & North America (incl. Australia & New Zealand)",NA,NA,NA,NA,0.3479,0.1269,0.057,0.795,3.919,100,100,100,1.00068576600537,63.1231692837976,32.793955697763,547557,11,1.6,47.6442,6.70626476077093,4.79257043649412,9.8,116.886773525469,4.94278448148795,2.49128584996193,1.44275824481093,3.49541896068587,19.3922342737335,9.6882674577959,28.6854007900927,78.1164727966661,88.8689670612785,67.819173319435,5.43038988113403,NA,1.91536145421393,3.31195540543806,3.99461187718017,1.84,19.9,3.3,31.6613612829349,1.61722988284326,38002.1942362252,16.3956296225837,31.5,1.13742999459302,11.6,86.0955,48.8287535616269,82.3243902439024,85.5,79.3,NA,NA,NA,NA,20614,NA,NA,67764304,17.3733753734071,61.3033694085631,21.3232552180298,123.757533918843,18.758,81.242,499914,38,12.6216476670395,31.9,34.9,13.9020621729271,57.6,61.9523139995796,7.772,7.874,7.972,19.414,19.385,19.359,39.5147313691508,26,"Free",3,45922.79296875
"62","Non-democracy",61,NA,NA,2.161,"Sub-Saharan Africa","Unclear","Unclear","Unclear","No",0.4331,0.1102,0.821,0.203,2.384,91.8,26.8,98.7,1.05135572320507,67.5632751713975,1.26130321729344,257670,27.142,NA,2.65142,0.933624087062094,2.39293962571849,7.258,NA,2.45282287035686,29.9209297085241,41.5738394857514,23.5674207008351,16.0827975479159,18.0845495089931,14.9913522954946,53.99627274356,40.3416110052556,61.4409416008813,2.70079278945923,NA,1.5398824689606,7.56368134687312,-0.200179556427517,3.491,NA,NA,91.2745760080723,6.01648933699842,6577.41177152079,50.9187627178675,NA,NA,NA,73.1414,39.7680741210607,65.821,68.494,63.488,88.8583374023438,87.0662002563477,90.7876892089844,93.9814300537109,1516,NA,NA,2341179,36.4232081357299,59.6789694423194,3.89782242195065,9.08595878449179,9.577,90.423,272,620,33.8879274200847,NA,NA,9.12747298107656,1.33,74.4919637746964,30.039,21.233,15.419,44.545,37.875,32.836,16.1971830985916,71,"Not Free",2,14478.001953125
"63","Democracy",4,2.7794665353202,"Majoritarian",2.029,"Sub-Saharan Africa",NA,NA,NA,NA,0.4788,0.159,0.297,0.42,2.97,63.7,31.2,82.6,0.45983195441226,84.97532182526,43.4782608695652,10120,33.257,20.1,0.194099,NA,0.221105520024122,7.543,NA,1.45215226807321,48.1830673609554,63.2449485428793,34.4166772266574,7.45287938958962,1.03668280960014,13.3173710736287,44.3640532494549,35.7183686475205,52.2659516997139,3.04477691650391,NA,0.76855558144666,12.5026201248137,-0.168128249286336,4.684,8.2,14.7,23.4123814229249,23.5792677158383,672.802271027834,15.8821231552259,38.8,NA,42.3,49.6646,47.1734072954182,62.083,63.529,60.656,51.6374015808105,40.4522895812988,65.2704010009766,67.4928436279297,-1960,76.81635,NA,2639916,43.5026045341224,54.0612568849268,2.43613858095079,260.861264822134,36.778,63.222,4418,11042,75.2115447383001,0.8,21.4,NA,2.33,42.0979827874535,5.194,6.206,7.109,9.693,10.181,10.68,8.62068965517241,87,"Not Free",2,2083.30908203125
"64","Democracy",17,3.16864812796269,"Mixed",2.089,"Eastern Europe & post-Soviet (incl. Central Asia)","No","Yes","Yes","Yes",0.4503,0.1853,0.138,0.484,3.226,100,100,99.9,1.39279272619356,55.4027298276814,4.48985465534609,69490,13.412,1.3,26.6464,9.08461979734761,3.21662293959192,15.166,54.7271260127791,2.15566640237635,40.7277350319505,42.6920271489856,38.8958131801867,13.7544319339071,5.85854340005192,21.1182301280847,45.5178330341424,51.4494294509624,39.9859566917286,3.59441995620728,NA,1.60542784800892,6.77908886878379,1.84228150028497,2.081,16.5,1,40.6159159591308,7.22731737039721,5175.19865185825,21.0675612607865,34.2,2.04200131510189,2.7,76.4427,47.4621259960427,71.694,76.681,66.803,100,100,100,100,-2734,96.43624,95.94754,3708610,21.0943113055418,64.348945444095,14.5567432503632,64.8834808775675,40.128,59.872,1818,9754,49.4467502730901,7.1,56.3,21.4728937487649,9.11,101.60090754891,10.31,11.794,13.134,32.269,30.417,29.357,19.3333333333333,50,"Partly Free",2,14989.2578125
"65","Democracy",31,4.66280896937933,"Mixed",1.537,"Western Europe & North America (incl. Australia & New Zealand)",NA,NA,NA,NA,0.3444,0.1055,0.017,0.817,3.934,100,100,100,0.420678146965635,56.356395723466,33.3667248633332,349390,9.6,2.2,44.0643,1.55970977832467,8.16473944841487,12.3,54.4796472653388,4.11150623999872,1.25058599112073,0.941642317224552,1.52350708231642,27.6190042422787,14.1301435208103,39.5350779857792,71.1304097666006,84.9282141619651,58.9414194253893,5.45488977432251,NA,1.32678559033803,2.38764360816347,4.64843859001749,1.58,14.2,1.4,32.6826755201923,0.711937967352693,42900.0225187383,27.0340986053712,32.4,0.833247865481232,4.3,91.4306,46.7105652406794,80.790243902439,83.3,78.4,NA,NA,NA,NA,312735,NA,NA,83196078,13.8732844243212,63.9564500545325,22.1702655211463,238.118085806692,22.456,77.544,1255694,59,8.75016053693332,19.9,24.1,11.2023110201938,46,89.1610941409004,3.24,3.638,3.987,6.551,7.031,7.427,34.9184782608696,20,"Free",1,53874.31640625
"66","Democracy",24,2.13783932854742,"Majoritarian",1.831,"Sub-Saharan Africa","Unclear","Unclear","Unclear","No",0.4887,0.1519,0.612,0.557,2.927,86.3,74,95.2,0.116527019957656,68.7240969726096,20.6954595597122,227533,27.548,17,0.352238,1.32988358752324,0.733005734377676,7.627,NA,5.57737284804283,40.3435066358315,37.6548295260346,42.8246319784326,18.7708522818548,17.5484395039433,19.8988934758196,40.8856558270496,44.7967156086166,37.2764887214144,3.41949439048767,NA,0.384879261038789,3.18592251630377,0.150521799337277,3.563,19.8,11.2,35.1286771589176,19.6574735227332,2009.35909326948,28.4050146696866,NA,1.8365651066975,22.7,68.6,48.0285740126055,63.795,66.014,61.63,80.379997253418,76.1900024414062,84.4899978637695,93.4800033569336,-11253,86.15823,57.24406,32833031,37.2548800435927,59.2683560151916,3.47676394121572,144.300083943867,42.015,57.985,11894,14251,75.3865479656542,0.3,6.6,12.2446867253345,0.97,62.7078309128346,3.596,3.338,3.1,5.818,5.931,6.03,14.5454545454545,33,"Partly Free",2,5345.94140625
"67","Democracy",47,3.68458480256152,"Proportional",1.902,"Western Europe & North America (incl. Australia & New Zealand)","No","Yes","Yes","No",0.3513,0.1397,0.176,0.644,3.311,100,100,100,3.19603569819683,57.6500386845839,16.5394134988363,128900,8.1,5.5,41.9213,1.91039867257293,5.12507702801166,13.6,237.49256978111,7.89248521601694,11.3577247981102,10.2591233165934,12.1731134622467,15.2808327841454,8.41659173359909,20.3754888471679,73.3614424177444,81.3243458297541,67.4513976905855,4.08201456069946,NA,3.8631706100809,2.85672824512124,0.572011454144204,1.43,15.6,7.8,30.2699767261443,3.6767902399848,18960.8905812875,15.0781596465369,32.9,0.852052561112034,3.1,78.4943,44.7958523436437,80.0829268292683,82.9,77.4,NA,NA,NA,NA,-14806,NA,NA,10569207,14.0602267129966,63.4316321162544,22.5081411707489,81.9953995345229,19.962,80.038,119650,87,31.8246032554978,30.5,36.5,25.9156492201809,46.4,89.6559253903021,18.838,14.657,11.264,41.075,35.294,30.931,21.6666666666667,44,"Partly Free",2,29721.5859375
"68","Democracy",37,1.95701609841443,"Majoritarian",NA,"Caribbean (incl. Belize, Guyana, Suriname)","Unclear","Yes","Yes","No",0.4852,0.2118,NA,NA,NA,93.7,NA,NA,NA,51.3212221304707,8.82352941176471,340,15.961,NA,26.1175,2.65148275314329,0.946151994221973,8.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09030342102051,NA,NA,13.5574961877895,-0.834443982636003,2.004,NA,NA,52.0588235294118,5.33784586153663,8223.18669804078,14.5479555080553,43.8,4.01251905946553,NA,71.1154,NA,74.936,77.898,72.212,NA,NA,NA,NA,-85,95.86628,NA,124610,24.0711018377337,66.0845839017735,9.84431426049274,366.5,63.306,36.694,NA,52,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,46.6666666666667,26,"Free",1.89476984126984,15393.791015625
"69","Democracy",35,15.1276524258476,"Proportional",2.327,"Latin America (incl. Cuba, Haiti, Dominican Rep.)","Unclear","Unclear","Unclear","Unclear",0.5299,0.1892,0.756,0.367,2.986,97.9,98.1,97.6,0.665559052578236,60.849663592647,14.501679731243,107160,21.12,NA,3.47754,0.770886511967919,1.1736819471195,6.504,NA,4.18359455470789,29.1745974271813,12.3927769355329,37.4393354146186,22.0669474387149,20.8070480990308,22.6874482545824,48.7584551341038,66.8001749654363,39.873216330799,3.10634994506836,13.89463,0.397670423818451,4.21410178870597,0.74462847130689,2.395,NA,NA,32.812616648003,9.29899681666786,4388.72407207344,22.342555284291,NA,19.9903643036608,NA,50.8416,33.2389270741954,69.237,72.651,66.005,83.0311737060547,78.6087493896484,88.3589019775391,94.9843521118164,-29118,86.88631,43.77665,17109746,32.9297040259032,62.1698540933409,4.90044188075594,159.665416200075,47.755,52.245,479,26927,46.1868844713029,1.6,20.1,11.6129518261926,13.2,49.491532191391,2.883,2.174,1.821,5.422,3.809,3.066,19.375,58,"Partly Free",3,8671.703125
